BRICK,300,200,White,1,2
BRICK,250,200,Black,1,3
BRICK,300,170,Black,1,3
BRICK,350,200,Black,1,3
BRICK,300,230,Black,1,3
BRICK,250,170,Red,1,0
BRICK,350,170,Red,1,0
BRICK,350,230,Red,1,0
BRICK,250,230,Red,1,0
BRICK,200,200,Red,1,6
BRICK,400,200,Red,1,6
BRICK,300,140,Red,1,0
BRICK,300,260,Red,1,0
BRICK,350,140,Green,1,2
BRICK,200,230,Green,1,2
BRICK,203,170,Green,1,1
BRICK,450,200,Green,1,1
BRICK,250,140,Green,1,0
BRICK,300,110,Green,1,0
BRICK,401,168,Green,1,0
BRICK,400,230,Green,1,0
BRICK,350,260,Green,1,0
BRICK,250,260,Green,1,0
BRICK,300,290,Green,1,0
BRICK,150,200,Green,1,0
BRICK,200,140,Yellow,1,7
BRICK,150,170,Yellow,1,0
BRICK,100,200,Yellow,1,0
BRICK,150,230,Yellow,1,0
BRICK,200,260,Yellow,1,0
BRICK,250,290,Yellow,1,0
BRICK,350,290,Yellow,1,0
BRICK,400,260,Yellow,1,0
BRICK,450,230,Yellow,1,6
BRICK,500,200,Yellow,1,0
BRICK,450,170,Yellow,1,0
BRICK,400,140,Yellow,1,0
BRICK,350,110,Yellow,1,0
BRICK,250,110,Yellow,1,0
BRICK,300,80,Yellow,1,0
BRICK,300,320,Yellow,1,0
BRICK,500,170,Pink,1,2
BRICK,300,50,Pink,1,2
BRICK,350,80,Pink,1,0
BRICK,400,110,Pink,1,0
BRICK,450,140,Pink,1,0
BRICK,550,200,Pink,1,0
BRICK,250,80,Pink,1,0
BRICK,200,110,Pink,1,0
BRICK,150,140,Pink,1,0
BRICK,100,170,Pink,1,0
BRICK,50,200,Pink,1,0
BRICK,0,200,Blue,1,3
BRICK,600,200,Blue,1,3
BRICK,100,140,Blue,1,1
BRICK,500,140,Blue,1,1
BRICK,200,80,Blue,1,2
BRICK,400,80,Blue,1,2
BRICK,50,170,Blue,1,0
BRICK,150,110,Blue,1,0
BRICK,250,50,Blue,1,0
BRICK,350,50,Blue,1,0
BRICK,450,110,Blue,1,0
BRICK,552,168,Blue,1,0
BRICK,100,230,Gray,2,0
BRICK,150,260,Gray,2,0
BRICK,200,290,Gray,2,0
BRICK,250,320,Gray,2,0
BRICK,350,320,Gray,2,0
BRICK,400,290,Gray,2,0
BRICK,450,260,Gray,2,0
BRICK,500,230,Gray,2,0
BRICK,550,230,Gray,2,0
BRICK,50,230,Gray,2,0
BRICK,0,230,Gray,2,0
BRICK,600,230,Gray,2,0
BRICK,300,350,Gray,2,0
