BRICK,50,70,Gray,1,0
BRICK,100,70,Gray,1,0
BRICK,150,70,Gray,1,0
BRICK,200,70,Gray,1,0
BRICK,250,70,Gray,1,0
BRICK,300,70,Gray,1,0
BRICK,350,70,Gray,1,0
BRICK,400,70,Gray,1,0
BRICK,450,70,Gray,1,0
BRICK,500,70,Gray,1,0
BRICK,550,70,Gray,1,0
BRICK,100,95,Red,1,0
BRICK,150,95,Red,1,0
BRICK,200,95,Red,1,0
BRICK,250,95,Red,1,0
BRICK,300,95,Red,1,0
BRICK,350,95,Red,1,0
BRICK,400,95,Red,1,0
BRICK,450,95,Red,1,0
BRICK,500,95,Red,1,0
BRICK,550,95,Red,1,0
BRICK,50,120,Yellow,1,0
BRICK,100,120,Yellow,1,0
BRICK,150,120,Yellow,1,0
BRICK,200,120,Yellow,1,0
BRICK,250,120,Yellow,1,0
BRICK,300,120,Yellow,1,0
BRICK,350,120,Yellow,1,0
BRICK,400,120,Yellow,1,0
BRICK,450,120,Yellow,1,0
BRICK,500,120,Yellow,1,0
BRICK,550,120,Yellow,1,0
BRICK,50,145,Blue,1,0
BRICK,100,145,Blue,1,0
BRICK,150,145,Blue,1,0
BRICK,200,145,Blue,1,0
BRICK,250,145,Blue,1,0
BRICK,300,145,Blue,1,0
BRICK,350,145,Blue,1,0
BRICK,400,145,Blue,1,0
BRICK,450,145,Blue,1,0
BRICK,500,145,Blue,1,0
BRICK,550,145,Blue,1,0
BRICK,50,170,Pink,1,0
BRICK,100,170,Pink,1,0
BRICK,150,170,Pink,1,0
BRICK,200,170,Pink,1,0
BRICK,250,170,Pink,1,0
BRICK,300,170,Pink,1,0
BRICK,350,170,Pink,1,0
BRICK,400,170,Pink,1,0
BRICK,450,170,Pink,1,0
BRICK,500,170,Pink,1,0
BRICK,550,170,Pink,1,0
BRICK,50,195,Green,1,0
BRICK,100,195,Green,1,0
BRICK,150,195,Green,1,0
BRICK,200,195,Green,1,0
BRICK,250,195,Green,1,0
BRICK,300,195,Green,1,0
BRICK,350,195,Green,1,0
BRICK,400,195,Green,1,0
BRICK,450,195,Green,1,0
BRICK,500,195,Green,1,0
BRICK,550,195,Green,1,0
BRICK,50,95,Red,1,0
BRICK,100,220,Black,1,2
BRICK,200,220,Black,1,2
BRICK,300,220,Black,1,2
BRICK,400,220,Black,1,2
BRICK,500,220,Black,1,2
BRICK,150,220,White,1,0
BRICK,250,220,White,1,0
BRICK,350,220,White,1,0
BRICK,450,220,White,1,0
