BRICK,050,070,Red,1,0
BRICK,100,070,Red,1,0
BRICK,150,070,Red,1,0
BRICK,200,070,Red,1,0
BRICK,250,070,Red,1,0
BRICK,300,070,Red,1,0
BRICK,350,070,Red,1,0
BRICK,400,070,Red,1,0
BRICK,450,070,Red,1,0
BRICK,500,070,Red,1,0
BRICK,550,070,Red,1,0
BRICK,050,095,Green,1,0
BRICK,100,095,Green,1,0
BRICK,150,095,Green,1,0
BRICK,200,095,Green,1,0
BRICK,250,095,Green,1,0
BRICK,300,095,Green,1,0
BRICK,350,095,Green,1,0
BRICK,400,095,Green,1,0
BRICK,450,095,Green,1,0
BRICK,500,095,Green,1,0
BRICK,550,095,Green,1,0
BRICK,050,120,Yellow,1,0
BRICK,100,120,Yellow,1,0
BRICK,150,120,Yellow,1,0
BRICK,200,120,Yellow,1,0
BRICK,250,120,Yellow,1,0
BRICK,300,120,Yellow,1,0
BRICK,350,120,Yellow,1,0
BRICK,400,120,Yellow,1,0
BRICK,450,120,Yellow,1,0
BRICK,500,120,Yellow,1,0
BRICK,550,120,Yellow,1,0
BRICK,050,145,Blue,1,0
BRICK,100,145,Blue,1,0
BRICK,150,145,Blue,1,0
BRICK,200,145,Blue,1,0
BRICK,250,145,Blue,1,0
BRICK,300,145,Blue,1,0
BRICK,350,145,Blue,1,0
BRICK,400,145,Blue,1,0
BRICK,450,145,Blue,1,0
BRICK,500,145,Blue,1,0
BRICK,550,145,Blue,1,0
BRICK,050,170,Gray,2,0
BRICK,100,170,Gray,2,0
BRICK,150,170,Gray,2,0
BRICK,200,170,Gray,2,0
BRICK,250,170,Gray,2,0
BRICK,300,170,Gray,2,0
BRICK,350,170,Gray,2,0
BRICK,400,170,Gray,2,0
BRICK,450,170,Gray,2,0
BRICK,500,170,Gray,2,0
BRICK,550,170,Gray,2,0
